TAREA: ZELDA_REPTILE_INVERSE


Mapa 0: zelda_0.txt
Episodio,TotalReward,Pasos,Score
26,-222,28.0,-1000
27,751,100.0,751
28,29,55.0,-1000
29,-141,8.0,-1000
30,51,48.0,-1000
31,-141,8.0,-1000
32,-141,8.0,-1000
33,-35,35.0,-1000
34,661,84.0,-1000
35,-141,8.0,-1000
36,398,67.0,-1000
37,727,100.0,727
38,540,65.0,-1000
39,-151,7.0,-1000
40,380,100.0,380
41,-141,8.0,-1000
42,-151,7.0,-1000
43,455,55.0,-1000
44,120,70.0,-1000
45,373,100.0,-1000
46,56,59.0,-1000
47,-59,51.0,-1000
48,584,67.0,-1000
49,850,100.0,850
50,-102,34.0,-1000
MEAN,153.64,51.08,-622.52
WINS,0.0


Mapa 4: zelda_4.txt
Episodio,TotalReward,Pasos,Score
1,-120,9.0,-1000
2,-134,85.0,-1000
3,-121,10.0,-1000
4,-120,9.0,-1000
5,-121,10.0,-1000
6,220,100.0,220
7,-120,9.0,-1000
8,456,100.0,456
9,465,100.0,465
10,3,58.0,-1000
11,-121,10.0,-1000
12,530,42.0,-1000
13,-121,10.0,-1000
14,323,100.0,323
15,145,100.0,145
16,-121,10.0,-1000
17,428,100.0,428
18,574,100.0,574
19,166,100.0,166
20,-120,9.0,-1000
21,679,100.0,679
22,-124,13.0,-1000
23,-120,9.0,-1000
24,-121,10.0,-1000
25,-120,9.0,-1000
26,-120,9.0,-1000
27,-180,59.0,-1000
28,170,100.0,170
29,-120,9.0,-1000
30,390,55.0,-1000
31,445,100.0,445
32,-83,51.0,-1000
33,440,100.0,440
34,483,68.0,-1000
35,-171,24.0,-1000
36,-161,6.0,-1000
37,-421,91.0,-1000
38,385,57.0,-1000
39,-121,10.0,-1000
40,-121,100.0,-121
41,292,100.0,292
42,-121,10.0,-1000
43,118,88.0,-1000
44,-161,6.0,-1000
45,-120,9.0,-1000
46,71,80.0,-1000
47,418,45.0,-1000
48,-103,100.0,-103
49,-120,9.0,-1000
50,-67,64.0,-1000
MEAN,66.14,51.24,-608.42
WINS,0.0


,reward_M,step_M,score_M
TOTAL_MEANS,54.888,40.624,-767.488
TOTAL_WINS,6.0
Win_MEAN,1.2
