TAREA: ZELDA_CL_REPTILE


Mapa 0: zelda_0.txt
Episodio,TotalReward,Pasos,Score
Episodio,TotalReward,Pasos,Score
1,-132,10.0,-1000
2,-132,10.0,-1000
3,-132,10.0,-1000
4,-132,10.0,-1000
5,-132,10.0,-1000
6,-132,10.0,-1000
7,-132,10.0,-1000
8,-132,10.0,-1000
9,-132,10.0,-1000
10,-132,10.0,-1000
11,-132,10.0,-1000
12,-132,10.0,-1000
13,-132,10.0,-1000
14,-132,10.0,-1000
15,-132,10.0,-1000
16,-132,10.0,-1000
17,-132,10.0,-1000
18,-132,10.0,-1000
19,-132,10.0,-1000
20,-132,10.0,-1000
21,-132,10.0,-1000
22,-132,10.0,-1000
23,-132,10.0,-1000
24,-132,10.0,-1000
25,-132,10.0,-1000
26,-132,10.0,-1000
27,-132,10.0,-1000
28,-132,10.0,-1000
29,-132,10.0,-1000
30,-132,10.0,-1000
31,-132,10.0,-1000
32,-132,10.0,-1000
33,-132,10.0,-1000
34,-132,10.0,-1000
35,-132,10.0,-1000
36,-132,10.0,-1000
37,-132,10.0,-1000
38,-142,11.0,-1000
39,-132,10.0,-1000
40,-132,10.0,-1000
41,-132,10.0,-1000
42,-132,10.0,-1000
43,-132,10.0,-1000
44,-132,10.0,-1000
45,-132,10.0,-1000
46,-132,10.0,-1000
47,-132,10.0,-1000
48,-132,10.0,-1000
49,-132,10.0,-1000
50,-132,10.0,-1000
MEAN,-132.2,10.02,-1000.0
WINS,0.0


Mapa 3: zelda_3.txt
Episodio,TotalReward,Pasos,Score
1,-141,8.0,-1000
2,-109,20.0,-1000
3,-107,62.0,-1000
4,9,42.0,-1000
5,-594,100.0,-594
6,379,100.0,379
7,-112,61.0,-1000
8,-140,100.0,-140
9,290,100.0,290
10,524,33.0,-1000
11,-152,100.0,-152
12,-372,100.0,-372
13,523,32.0,-1000
14,538,54.0,-1000
15,495,100.0,495
16,12,33.0,-1000
17,-82,100.0,-82
18,602,76.0,-1000
19,514,30.0,-1000
20,568,53.0,-1000
21,-137,55.0,-1000
22,-243,100.0,-243
23,503,32.0,-1000
24,-162,58.0,-1000
25,-94,24.0,-1000
26,-105,22.0,-1000
27,-141,8.0,-1000
28,-141,8.0,-1000
29,-237,100.0,-237
30,-141,8.0,-1000
31,-219,62.0,-1000
32,-510,100.0,-510
33,-141,8.0,-1000
34,533,52.0,-1000
35,-470,100.0,-470
36,536,43.0,-1000
37,514,54.0,-1000
38,614,100.0,614
39,-70,54.0,-1000
40,-112,12.0,-1000
41,-57,40.0,-1000
42,-308,100.0,-308
43,454,66.0,-1000
44,539,61.0,-1000
45,-318,100.0,-318
46,-227,49.0,-1000
47,-21,61.0,-1000
48,489,39.0,-1000
49,-141,8.0,-1000
50,-252,63.0,-1000
MEAN,51.6,57.82,-732.96
WINS,0.0


Mapa 4: zelda_4.txt
Episodio,TotalReward,Pasos,Score
1,-103,14.0,-1000
2,-36,24.0,-1000
3,-102,13.0,-1000
4,-63,18.0,-1000
5,34,31.0,-1000
6,-62,17.0,-1000
7,-102,13.0,-1000
8,10,33.0,-1000
9,-102,13.0,-1000
10,-63,18.0,-1000
11,15,28.0,-1000
12,52,35.0,-1000
13,50,50.0,-1000
14,-102,13.0,-1000
15,37,74.0,-1000
16,54,33.0,-1000
17,-76,31.0,-1000
18,3,29.0,-1000
19,-54,22.0,-1000
20,-82,15.0,-1000
21,10,33.0,-1000
22,34,31.0,-1000
23,-35,73.0,-1000
24,-102,13.0,-1000
25,-102,13.0,-1000
26,-82,15.0,-1000
27,-17,27.0,-1000
28,10,33.0,-1000
29,-102,13.0,-1000
30,-20,69.0,-1000
31,34,31.0,-1000
32,74,35.0,-1000
33,-45,57.0,-1000
34,-62,17.0,-1000
35,-64,100.0,-64
36,-25,24.0,-1000
37,17,48.0,-1000
38,-118,18.0,-1000
39,-24,34.0,-1000
40,-82,15.0,-1000
41,12,31.0,-1000
42,-122,11.0,-1000
43,-102,13.0,-1000
44,-23,70.0,-1000
45,40,73.0,-1000
46,-7,28.0,-1000
47,91,100.0,91
48,-26,25.0,-1000
49,15,28.0,-1000
50,52,46.0,-1000
MEAN,-29.26,32.96,-959.46
WINS,0.0


,reward_M,step_M,score_M
TOTAS_MEANS,3.4840000000000027,46.772000000000006,-684.128
TOTAL_WINS,0.0
Win_MEAN,0.0
